== ID ==,== Velocity (km/h) ==,== Current route ==,== Distance traveled (m) ==,== Destination ==,== Distance to destination (m) ==,== Type ==,== Battery level (%) ==,== Timestamp ==
ev1,45.36,E153,29591.26,E48,624.5,evehicle,41.26,2826.5
ev1,47.16,E153,29597.81,E48,617.95,evehicle,41.26,2827.0
ev1,41.8,E153,29603.61,E48,612.15,evehicle,41.29,2827.5
ev1,34.96,E153,29608.46,E48,607.3,evehicle,41.31,2828.0
ev1,26.86,E153,29612.19,E48,603.57,evehicle,41.34,2828.5
ev1,18.76,E153,29614.8,E48,600.96,evehicle,41.37,2829.0
ev1,13.03,:J108_1,29616.61,E48,599.15,evehicle,41.37,2829.5
ev1,11.92,E154,29618.27,E48,597.49,evehicle,41.37,2830.0
ev1,16.13,E154,29620.51,E48,595.25,evehicle,41.37,2830.5
ev1,20.27,E154,29623.32,E48,592.44,evehicle,41.34,2831.0
ev1,23.4,E154,29626.57,E48,589.19,evehicle,41.34,2831.5
ev1,27.58,E154,29630.4,E48,585.36,evehicle,41.34,2832.0
ev1,30.13,E154,29634.59,E48,581.17,evehicle,41.31,2832.5
ev1,34.78,E154,29639.42,E48,576.34,evehicle,41.31,2833.0
ev1,32.83,E154,29643.98,E48,571.78,evehicle,41.31,2833.5
ev1,24.73,:J95_2,29647.41,E48,568.35,evehicle,41.34,2834.0
ev1,27.22,:J95_12,29651.19,E48,564.57,evehicle,41.31,2834.5
ev1,25.99,:J95_12,29654.8,E48,560.96,evehicle,41.31,2835.0
ev1,26.86,:J95_12,29658.53,E48,557.23,evehicle,41.31,2835.5
ev1,25.02,-E135,29662.0,E48,553.76,evehicle,41.31,2836.0
ev1,28.62,-E135,29665.98,E48,549.78,evehicle,41.31,2836.5
ev1,32.44,-E135,29670.48,E48,545.28,evehicle,41.29,2837.0
ev1,36.0,-E135,29675.49,E48,540.27,evehicle,41.29,2837.5
ev1,38.7,-E135,29680.86,E48,534.9,evehicle,41.26,2838.0
ev1,32.51,-E135,29685.38,E48,530.38,evehicle,41.29,2838.5
ev1,26.78,-E135,29689.1,E48,526.66,evehicle,41.31,2839.0
ev1,18.68,-E135,29691.69,E48,524.07,evehicle,41.34,2839.5
ev1,20.88,:J89_16,29694.59,E48,521.17,evehicle,41.31,2840.0
ev1,22.21,:J89_16,29697.67,E48,518.09,evehicle,41.31,2840.5
ev1,21.96,:J89_16,29700.73,E48,515.03,evehicle,41.31,2841.0
ev1,20.81,E124,29703.61,E48,512.15,evehicle,41.31,2841.5
ev1,24.41,E124,29707.0,E48,508.76,evehicle,41.31,2842.0
ev1,28.8,E124,29711.01,E48,504.75,evehicle,41.29,2842.5
ev1,32.11,E124,29715.47,E48,500.29,evehicle,41.29,2843.0
ev1,36.29,E124,29720.51,E48,495.25,evehicle,41.26,2843.5
ev1,38.84,E124,29725.9,E48,489.86,evehicle,41.26,2844.0
ev1,43.49,E124,29731.94,E48,483.82,evehicle,41.23,2844.5
ev1,47.05,E124,29738.47,E48,477.29,evehicle,41.2,2845.0
ev1,47.27,E124,29745.04,E48,470.72,evehicle,41.2,2845.5
ev1,47.12,E124,29751.59,E48,464.17,evehicle,41.2,2846.0
ev1,41.08,E124,29757.29,E48,458.47,evehicle,41.23,2846.5
ev1,32.98,E124,29761.87,E48,453.89,evehicle,41.26,2847.0
ev1,24.88,E124,29765.32,E48,450.44,evehicle,41.29,2847.5
ev1,29.02,E124,29769.35,E48,446.41,evehicle,41.29,2848.0
ev1,22.1,:J78_0,29772.42,E48,443.34,evehicle,41.29,2848.5
ev1,21.6,:J78_0,29775.42,E48,440.34,evehicle,41.29,2849.0
ev1,20.88,:J78_0,29778.32,E48,437.44,evehicle,41.29,2849.5
ev1,21.42,-einstein,29781.3,E48,434.46,evehicle,41.29,2850.0
ev1,26.03,-einstein,29784.91,E48,430.85,evehicle,41.29,2850.5
ev1,30.53,-einstein,29789.15,E48,426.61,evehicle,41.26,2851.0
ev1,32.9,-einstein,29793.72,E48,422.04,evehicle,41.26,2851.5
ev1,36.97,-einstein,29798.86,E48,416.9,evehicle,41.23,2852.0
ev1,40.43,-einstein,29804.47,E48,411.29,evehicle,41.23,2852.5
ev1,44.82,-einstein,29810.7,E48,405.06,evehicle,41.2,2853.0
ev1,45.11,-einstein,29816.97,E48,398.79,evehicle,41.2,2853.5
ev1,45.86,-einstein,29823.33,E48,392.43,evehicle,41.2,2854.0
ev1,45.29,-einstein,29829.63,E48,386.13,evehicle,41.2,2854.5
ev1,45.97,-einstein,29836.01,E48,379.75,evehicle,41.2,2855.0
ev1,45.97,-einstein,29842.4,E48,373.36,evehicle,41.17,2855.5
ev1,46.94,-einstein,29848.92,E48,366.84,evehicle,41.17,2856.0
ev1,45.76,-einstein,29855.27,E48,360.49,evehicle,41.17,2856.5
ev1,45.58,-einstein,29861.6,E48,354.16,evehicle,41.17,2857.0
ev1,46.76,-einstein,29868.1,E48,347.66,evehicle,41.17,2857.5
ev1,46.01,-einstein,29874.48,E48,341.28,evehicle,41.17,2858.0
ev1,46.48,-einstein,29880.94,E48,334.82,evehicle,41.17,2858.5
ev1,45.4,-einstein,29887.24,E48,328.52,evehicle,41.17,2859.0
ev1,46.51,-einstein,29893.7,E48,322.06,evehicle,41.17,2859.5
ev1,46.37,-einstein,29900.14,E48,315.62,evehicle,41.17,2860.0
ev1,46.19,-einstein,29906.56,E48,309.2,evehicle,41.17,2860.5
ev1,47.23,:J75_5,29913.12,E48,302.64,evehicle,41.17,2861.0
ev1,46.3,:J75_5,29919.55,E48,296.21,evehicle,41.17,2861.5
ev1,47.2,:J75_5,29926.1,E48,289.66,evehicle,41.17,2862.0
ev1,46.8,-ohm,29932.6,E48,283.16,evehicle,41.17,2862.5
ev1,45.18,-ohm,29938.88,E48,276.88,evehicle,41.17,2863.0
ev1,45.94,-ohm,29945.25,E48,270.51,evehicle,41.17,2863.5
ev1,45.4,-ohm,29951.56,E48,264.2,evehicle,41.17,2864.0
ev1,46.26,-ohm,29957.98,E48,257.78,evehicle,41.14,2864.5
ev1,45.22,-ohm,29964.27,E48,251.49,evehicle,41.17,2865.0
ev1,46.26,-ohm,29970.69,E48,245.07,evehicle,41.14,2865.5
ev1,45.29,-ohm,29976.98,E48,238.78,evehicle,41.14,2866.0
ev1,45.54,-ohm,29983.31,E48,232.45,evehicle,41.14,2866.5
ev1,45.32,-ohm,29989.6,E48,226.16,evehicle,41.14,2867.0
ev1,45.54,-ohm,29995.93,E48,219.83,evehicle,41.14,2867.5
ev1,45.32,-ohm,30002.22,E48,213.54,evehicle,41.14,2868.0
ev1,47.2,-ohm,30008.78,E48,206.98,evehicle,41.14,2868.5
ev1,46.73,-ohm,30015.27,E48,200.49,evehicle,41.14,2869.0
ev1,47.02,-ohm,30021.8,E48,193.96,evehicle,41.14,2869.5
ev1,46.19,-ohm,30028.21,E48,187.55,evehicle,41.14,2870.0
ev1,45.54,-ohm,30034.54,E48,181.22,evehicle,41.14,2870.5
ev1,45.72,-ohm,30040.89,E48,174.87,evehicle,41.14,2871.0
ev1,45.4,-ohm,30047.19,E48,168.57,evehicle,41.14,2871.5
ev1,45.4,-ohm,30053.5,E48,162.26,evehicle,41.14,2872.0
ev1,46.12,-ohm,30059.9,E48,155.86,evehicle,41.14,2872.5
ev1,45.22,-ohm,30066.18,E48,149.58,evehicle,41.14,2873.0
ev1,45.47,-ohm,30072.5,E48,143.26,evehicle,41.14,2873.5
ev1,46.76,-ohm,30078.99,E48,136.77,evehicle,41.11,2874.0
ev1,46.8,-ohm,30085.49,E48,130.27,evehicle,41.11,2874.5
ev1,45.47,-ohm,30091.81,E48,123.95,evehicle,41.11,2875.0
ev1,42.88,-ohm,30097.76,E48,118.0,evehicle,41.14,2875.5
ev1,34.78,-ohm,30102.59,E48,113.17,evehicle,41.17,2876.0
ev1,26.68,-ohm,30106.29,E48,109.47,evehicle,41.2,2876.5
ev1,18.58,:J74_6,30108.87,E48,112.05,evehicle,41.23,2877.0
ev1,21.02,:J74_14,30111.79,E48,109.13,evehicle,41.2,2877.5
ev1,24.3,:J74_14,30115.17,E48,105.75,evehicle,41.2,2878.0
ev1,27.0,:J74_14,30118.92,E48,102.0,evehicle,41.2,2878.5
ev1,23.69,-E109,30122.21,E48,98.71,evehicle,41.2,2879.0
ev1,28.01,:J61_9,30126.1,E48,94.82,evehicle,41.2,2879.5
ev1,31.5,:J61_9,30130.47,E48,90.45,evehicle,41.17,2880.0
ev1,34.67,:J61_9,30135.29,E48,85.63,evehicle,41.17,2880.5
ev1,37.58,:J61_9,30140.51,E48,80.41,evehicle,41.14,2881.0
ev1,41.15,E82,30146.22,E48,74.7,evehicle,41.11,2881.5
ev1,45.04,E82,30152.48,E48,68.44,evehicle,41.11,2882.0
ev1,46.94,E82,30159.0,E48,61.92,evehicle,41.09,2882.5
ev1,40.14,E82,30164.58,E48,56.34,evehicle,41.11,2883.0
ev1,32.04,E82,30169.02,E48,51.9,evehicle,41.14,2883.5
ev1,23.94,E82,30172.35,E48,48.57,evehicle,41.17,2884.0
ev1,28.4,E82,30176.29,E48,44.63,evehicle,41.17,2884.5
ev1,21.1,:J57_3,30179.22,E48,41.7,evehicle,41.17,2885.0
ev1,20.45,:J57_3,30182.06,E48,38.86,evehicle,41.17,2885.5
ev1,20.99,:J57_3,30184.97,E48,35.95,evehicle,41.17,2886.0
ev1,21.53,E48,30187.97,E48,32.95,evehicle,41.17,2886.5
ev1,25.45,E48,30191.5,-E89,766.16,evehicle,41.17,2887.0
ev1,30.13,E48,30195.69,-E89,761.97,evehicle,41.14,2887.5
ev1,33.16,E48,30200.29,-E89,757.37,evehicle,41.14,2888.0
ev1,35.75,E48,30205.26,-E89,752.4,evehicle,41.11,2888.5
ev1,37.37,E48,30210.45,-E89,747.21,evehicle,41.11,2889.0
ev1,30.38,E48,30214.67,-E89,742.99,evehicle,41.14,2889.5
ev1,22.82,E48,30217.84,-E89,739.82,evehicle,41.17,2890.0
ev1,25.92,:J58_10,30221.44,-E89,736.22,evehicle,41.17,2890.5
ev1,29.12,:J58_10,30225.48,-E89,732.18,evehicle,41.14,2891.0
ev1,32.87,:J58_10,30230.05,-E89,727.61,evehicle,41.14,2891.5
ev1,36.79,:J58_10,30235.16,-E89,722.5,evehicle,41.11,2892.0
ev1,39.82,-E54,30240.68,-E89,716.98,evehicle,41.09,2892.5
ev1,42.84,-E54,30246.64,-E89,711.02,evehicle,41.09,2893.0
ev1,46.94,-E54,30253.16,-E89,704.5,evehicle,41.06,2893.5
ev1,39.24,-E54,30258.6,-E89,699.06,evehicle,41.09,2894.0
ev1,33.41,-E54,30263.24,-E89,694.42,evehicle,41.11,2894.5
ev1,25.31,-E54,30266.76,-E89,690.9,evehicle,41.14,2895.0
ev1,29.99,-E54,30270.92,-E89,686.74,evehicle,41.14,2895.5
ev1,33.12,:J34_10,30275.52,-E89,682.14,evehicle,41.11,2896.0
ev1,36.58,:J34_10,30280.6,-E89,677.06,evehicle,41.11,2896.5
ev1,40.68,-E23,30286.25,-E89,671.41,evehicle,41.09,2897.0
ev1,43.78,-E23,30292.33,-E89,665.33,evehicle,41.06,2897.5
ev1,46.44,-E23,30298.78,-E89,658.88,evehicle,41.06,2898.0
ev1,42.62,-E23,30304.7,-E89,652.96,evehicle,41.06,2898.5
ev1,34.52,-E23,30309.5,-E89,648.16,evehicle,41.11,2899.0
ev1,26.42,-E23,30313.17,-E89,644.49,evehicle,41.11,2899.5
ev1,18.32,-E23,30315.71,-E89,641.95,evehicle,41.14,2900.0
ev1,21.78,:J32_11,30318.74,-E89,638.92,evehicle,41.14,2900.5
ev1,20.45,:J32_11,30321.58,-E89,636.08,evehicle,41.14,2901.0
ev1,21.28,:J32_11,30324.53,-E89,633.13,evehicle,41.14,2901.5
ev1,22.14,E24,30327.61,-E89,630.05,evehicle,41.14,2902.0
ev1,26.28,E24,30331.26,-E89,626.4,evehicle,41.11,2902.5
ev1,29.23,E24,30335.32,-E89,622.34,evehicle,41.11,2903.0
ev1,31.9,E24,30339.75,-E89,617.91,evehicle,41.09,2903.5
ev1,34.78,E24,30344.58,-E89,613.08,evehicle,41.09,2904.0
ev1,37.91,E24,30349.85,-E89,607.81,evehicle,41.06,2904.5
ev1,41.9,E24,30355.67,-E89,601.99,evehicle,41.06,2905.0
ev1,36.86,E24,30360.79,-E89,596.87,evehicle,41.06,2905.5
ev1,28.76,:J35_1,30364.78,-E89,592.88,evehicle,41.11,2906.0
ev1,28.76,:J35_1,30368.78,-E89,588.88,evehicle,41.09,2906.5
ev1,27.61,:J35_1,30372.61,-E89,585.05,evehicle,41.11,2907.0
ev1,27.86,:J35_1,30376.48,-E89,581.18,evehicle,41.09,2907.5
ev1,29.3,E25,30380.55,-E89,577.11,evehicle,41.09,2908.0
ev1,33.01,E25,30385.14,-E89,572.52,evehicle,41.09,2908.5
ev1,36.04,E25,30390.14,-E89,567.52,evehicle,41.06,2909.0
ev1,38.63,E25,30395.5,-E89,562.16,evehicle,41.06,2909.5
ev1,37.84,E25,30400.76,-E89,556.9,evehicle,41.06,2910.0
ev1,30.96,E25,30405.06,-E89,552.6,evehicle,41.09,2910.5
ev1,22.86,E25,30408.23,-E89,549.43,evehicle,41.11,2911.0
ev1,20.7,:J36_4,30411.11,-E89,546.55,evehicle,41.11,2911.5
ev1,20.7,:J36_4,30413.98,-E89,543.68,evehicle,41.11,2912.0
ev1,20.09,:J36_4,30416.77,-E89,540.89,evehicle,41.11,2912.5
ev1,19.12,E111,30419.42,-E89,538.24,evehicle,41.11,2913.0
ev1,21.96,:J75_2,30422.47,-E89,532.45,evehicle,41.09,2913.5
ev1,24.66,:J75_2,30425.9,-E89,529.02,evehicle,41.09,2914.0
ev1,29.27,:J75_2,30429.96,-E89,524.96,evehicle,41.09,2914.5
ev1,33.08,:J75_2,30434.56,-E89,520.36,evehicle,41.06,2915.0
ev1,33.55,:J75_2,30439.22,-E89,515.7,evehicle,41.06,2915.5
ev1,32.22,einstein,30443.69,-E89,511.23,evehicle,41.06,2916.0
ev1,36.68,einstein,30448.78,-E89,506.14,evehicle,41.03,2916.5
ev1,40.9,einstein,30454.46,-E89,500.46,evehicle,41.03,2917.0
ev1,44.03,einstein,30460.58,-E89,494.34,evehicle,41.0,2917.5
ev1,46.58,einstein,30467.05,-E89,487.87,evehicle,41.0,2918.0
ev1,46.94,einstein,30473.57,-E89,481.35,evehicle,40.97,2918.5
ev1,46.33,einstein,30480.0,-E89,474.92,evehicle,40.97,2919.0
ev1,46.08,einstein,30486.4,-E89,468.52,evehicle,40.97,2919.5
ev1,45.94,einstein,30492.79,-E89,462.13,evehicle,40.97,2920.0
ev1,45.9,einstein,30499.16,-E89,455.76,evehicle,40.97,2920.5
ev1,47.2,einstein,30505.72,-E89,449.2,evehicle,40.97,2921.0
ev1,45.72,einstein,30512.07,-E89,442.85,evehicle,40.97,2921.5
ev1,46.01,einstein,30518.46,-E89,436.46,evehicle,40.97,2922.0
ev1,46.04,einstein,30524.86,-E89,430.06,evehicle,40.97,2922.5
ev1,46.91,einstein,30531.37,-E89,423.55,evehicle,40.97,2923.0
ev1,46.98,einstein,30537.9,-E89,417.02,evehicle,40.97,2923.5
ev1,47.41,einstein,30544.48,-E89,410.44,evehicle,40.97,2924.0
ev1,45.79,einstein,30550.84,-E89,404.08,evehicle,40.97,2924.5
ev1,46.08,einstein,30557.24,-E89,397.68,evehicle,40.97,2925.0
ev1,41.87,einstein,30563.05,-E89,391.87,evehicle,41.0,2925.5
ev1,34.96,einstein,30567.91,-E89,387.01,evehicle,41.03,2926.0
ev1,26.86,einstein,30571.64,-E89,383.28,evehicle,41.03,2926.5
ev1,18.76,:J78_10,30574.25,-E89,380.67,evehicle,41.06,2927.0
ev1,22.46,:J78_11,30577.37,-E89,377.55,evehicle,41.06,2927.5
ev1,25.45,:J78_11,30580.9,-E89,374.02,evehicle,41.06,2928.0
ev1,30.06,:J78_11,30585.08,-E89,369.84,evehicle,41.03,2928.5
ev1,33.52,:J78_11,30589.73,-E89,365.19,evehicle,41.0,2929.0
ev1,31.39,:J78_11,30594.09,-E89,360.83,evehicle,41.03,2929.5
ev1,32.72,-E124,30598.64,-E89,356.28,evehicle,41.0,2930.0
ev1,36.04,-E124,30603.64,-E89,351.28,evehicle,41.0,2930.5
ev1,39.02,-E124,30609.06,-E89,345.86,evehicle,40.97,2931.0
ev1,43.45,-E124,30615.1,-E89,339.82,evehicle,40.97,2931.5
ev1,47.23,-E124,30621.66,-E89,333.26,evehicle,40.94,2932.0
ev1,45.29,-E124,30627.95,-E89,326.97,evehicle,40.94,2932.5
ev1,47.02,-E124,30634.47,-E89,320.45,evehicle,40.94,2933.0
ev1,45.36,-E124,30640.78,-E89,314.14,evehicle,40.94,2933.5
ev1,45.72,-E124,30647.12,-E89,307.8,evehicle,40.94,2934.0
ev1,46.84,-E124,30653.63,-E89,301.29,evehicle,40.94,2934.5
ev1,45.83,-E124,30659.99,-E89,294.93,evehicle,40.94,2935.0
ev1,37.73,:J89_13,30665.24,-E89,289.68,evehicle,40.97,2935.5
ev1,37.15,:J89_13,30670.4,-E89,284.52,evehicle,40.97,2936.0
ev1,38.2,:J89_13,30675.7,-E89,279.22,evehicle,40.97,2936.5
ev1,38.12,E126,30681.0,-E89,273.92,evehicle,40.97,2937.0
ev1,41.08,E126,30686.7,-E89,268.22,evehicle,40.94,2937.5
ev1,45.25,E126,30692.99,-E89,261.93,evehicle,40.91,2938.0
ev1,46.94,E126,30699.51,-E89,255.41,evehicle,40.91,2938.5
ev1,45.47,E126,30705.82,-E89,249.1,evehicle,40.91,2939.0
ev1,46.44,E126,30712.27,-E89,242.65,evehicle,40.91,2939.5
ev1,47.02,E126,30718.8,-E89,236.12,evehicle,40.91,2940.0
ev1,46.51,E126,30725.26,-E89,229.66,evehicle,40.91,2940.5
ev1,45.61,E126,30731.6,-E89,223.32,evehicle,40.91,2941.0
ev1,45.07,E126,30737.86,-E89,217.06,evehicle,40.91,2941.5
ev1,47.05,:J91_7,30744.39,-E89,210.53,evehicle,40.91,2942.0
ev1,46.08,:J91_7,30750.79,-E89,204.13,evehicle,40.91,2942.5
ev1,45.72,:J91_7,30757.14,-E89,197.78,evehicle,40.91,2943.0
ev1,46.76,E129,30763.64,-E89,191.28,evehicle,40.91,2943.5
ev1,45.47,E129,30769.96,-E89,184.96,evehicle,40.91,2944.0
ev1,46.12,E129,30776.36,-E89,178.56,evehicle,40.91,2944.5
ev1,46.51,E129,30782.82,-E89,172.1,evehicle,40.89,2945.0
ev1,45.22,E129,30789.1,-E89,165.82,evehicle,40.91,2945.5
ev1,46.84,E129,30795.61,-E89,159.31,evehicle,40.89,2946.0
ev1,45.72,E129,30801.96,-E89,152.96,evehicle,40.89,2946.5
ev1,42.23,E129,30807.82,-E89,147.1,evehicle,40.91,2947.0
ev1,34.13,E129,30812.57,-E89,142.35,evehicle,40.94,2947.5
ev1,27.14,E129,30816.33,-E89,138.59,evehicle,40.97,2948.0
ev1,19.04,E129,30818.98,-E89,135.94,evehicle,41.0,2948.5
ev1,19.44,:J65_3,30821.68,-E89,133.24,evehicle,41.0,2949.0
ev1,20.09,:J65_3,30824.47,-E89,130.45,evehicle,41.0,2949.5
ev1,21.24,:J65_3,30827.42,-E89,127.5,evehicle,40.97,2950.0
ev1,20.92,:J65_3,30830.33,-E89,124.59,evehicle,40.97,2950.5
ev1,21.2,:J65_3,30833.27,-E89,121.65,evehicle,40.97,2951.0
ev1,19.76,:J65_3,30836.02,-E89,118.9,evehicle,40.97,2951.5
ev1,20.09,-E89,30838.81,-E89,116.11,evehicle,40.97,2952.0
ev1,22.46,-E89,30841.93,E218,1021.21,evehicle,40.97,2952.5
ev1,25.2,-E89,30845.43,E218,1017.71,evehicle,40.97,2953.0
ev1,28.44,-E89,30849.38,E218,1013.76,evehicle,40.94,2953.5
ev1,31.03,-E89,30853.68,E218,1009.46,evehicle,40.94,2954.0
ev1,33.95,-E89,30858.4,E218,1004.74,evehicle,40.94,2954.5
ev1,38.34,-E89,30863.72,E218,999.42,evehicle,40.91,2955.0
ev1,42.3,-E89,30869.6,E218,993.54,evehicle,40.89,2955.5
ev1,46.69,-E89,30876.08,E218,987.06,evehicle,40.86,2956.0
ev1,45.47,-E89,30882.4,E218,980.74,evehicle,40.89,2956.5
ev1,46.19,-E89,30888.81,E218,974.33,evehicle,40.86,2957.0
ev1,46.4,-E89,30895.26,E218,967.88,evehicle,40.86,2957.5
ev1,46.51,-E89,30901.72,E218,961.42,evehicle,40.86,2958.0
ev1,47.09,-E89,30908.26,E218,954.88,evehicle,40.86,2958.5
ev1,46.94,-E89,30914.78,E218,948.36,evehicle,40.86,2959.0
ev1,45.72,-E89,30921.13,E218,942.01,evehicle,40.86,2959.5
ev1,46.37,-E89,30927.57,E218,935.57,evehicle,40.86,2960.0
ev1,45.58,-E89,30933.9,E218,929.24,evehicle,40.86,2960.5
ev1,47.27,-E89,30940.46,E218,922.68,evehicle,40.86,2961.0
ev1,45.54,-E89,30946.79,E218,916.35,evehicle,40.86,2961.5
ev1,41.51,-E89,30952.55,E218,910.59,evehicle,40.89,2962.0
ev1,33.41,:J4_0,30957.19,E218,905.95,evehicle,40.91,2962.5
ev1,32.76,:J4_0,30961.74,E218,901.4,evehicle,40.91,2963.0
ev1,33.3,:J4_0,30966.37,E218,896.77,evehicle,40.91,2963.5
ev1,33.98,:J4_0,30971.09,E218,892.05,evehicle,40.91,2964.0
ev1,34.24,:J4_0,30975.84,E218,887.3,evehicle,40.89,2964.5
ev1,34.42,E121,30980.62,E218,882.52,evehicle,40.89,2965.0
ev1,37.62,E121,30985.85,E218,877.29,evehicle,40.89,2965.5
ev1,41.54,E121,30991.61,E218,871.53,evehicle,40.86,2966.0
ev1,44.86,E121,30997.84,E218,865.3,evehicle,40.83,2966.5
ev1,45.86,E121,31004.21,E218,858.93,evehicle,40.83,2967.0
ev1,45.11,E121,31010.48,E218,852.66,evehicle,40.83,2967.5
ev1,46.98,E121,31017.0,E218,846.14,evehicle,40.83,2968.0
ev1,47.12,E121,31023.55,E218,839.59,evehicle,40.83,2968.5
ev1,47.41,E121,31030.13,E218,833.01,evehicle,40.83,2969.0
ev1,47.34,E121,31036.7,E218,826.44,evehicle,40.83,2969.5
ev1,45.47,E121,31043.02,E218,820.12,evehicle,40.83,2970.0
ev1,47.12,:J89_1,31049.56,E218,813.58,evehicle,40.83,2970.5
ev1,46.76,:J89_1,31056.06,E218,807.08,evehicle,40.83,2971.0
ev1,46.37,:J89_1,31062.5,E218,800.64,evehicle,40.83,2971.5
ev1,45.83,E124,31068.87,E218,794.27,evehicle,40.83,2972.0
ev1,45.97,E124,31075.25,E218,787.89,evehicle,40.83,2972.5
ev1,45.86,E124,31081.62,E218,781.52,evehicle,40.8,2973.0
ev1,46.98,E124,31088.15,E218,774.99,evehicle,40.8,2973.5
ev1,46.3,E124,31094.58,E218,768.56,evehicle,40.8,2974.0
ev1,46.33,E124,31101.01,E218,762.13,evehicle,40.8,2974.5
ev1,46.22,E124,31107.43,E218,755.71,evehicle,40.8,2975.0
ev1,46.26,E124,31113.85,E218,749.29,evehicle,40.8,2975.5
ev1,38.16,E124,31119.15,E218,743.99,evehicle,40.83,2976.0
ev1,32.0,E124,31123.6,E218,739.54,evehicle,40.86,2976.5
ev1,24.19,E124,31126.96,E218,736.18,evehicle,40.89,2977.0
ev1,24.88,E124,31130.41,E218,732.73,evehicle,40.89,2977.5
ev1,21.64,:J78_0,31133.42,E218,729.72,evehicle,40.89,2978.0
ev1,20.81,:J78_0,31136.31,E218,726.83,evehicle,40.89,2978.5
ev1,20.05,:J78_0,31139.09,E218,724.05,evehicle,40.89,2979.0
ev1,21.56,-einstein,31142.08,E218,721.06,evehicle,40.89,2979.5
ev1,25.67,-einstein,31145.65,E218,717.49,evehicle,40.89,2980.0
ev1,30.31,-einstein,31149.86,E218,713.28,evehicle,40.86,2980.5
ev1,33.77,-einstein,31154.55,E218,708.59,evehicle,40.86,2981.0
ev1,38.2,-einstein,31159.85,E218,703.29,evehicle,40.83,2981.5
ev1,42.19,-einstein,31165.71,E218,697.43,evehicle,40.8,2982.0
ev1,45.76,-einstein,31172.06,E218,691.08,evehicle,40.8,2982.5
ev1,45.29,-einstein,31178.35,E218,684.79,evehicle,40.8,2983.0
ev1,46.33,-einstein,31184.79,E218,678.35,evehicle,40.77,2983.5
ev1,47.38,-einstein,31191.37,E218,671.77,evehicle,40.77,2984.0
ev1,47.2,-einstein,31197.92,E218,665.22,evehicle,40.77,2984.5
ev1,47.09,-einstein,31204.46,E218,658.68,evehicle,40.77,2985.0
ev1,45.68,-einstein,31210.81,E218,652.33,evehicle,40.77,2985.5
ev1,45.58,-einstein,31217.14,E218,646.0,evehicle,40.77,2986.0
ev1,46.58,-einstein,31223.61,E218,639.53,evehicle,40.77,2986.5
ev1,45.22,-einstein,31229.89,E218,633.25,evehicle,40.77,2987.0
ev1,47.09,-einstein,31236.43,E218,626.71,evehicle,40.77,2987.5
ev1,45.18,-einstein,31242.7,E218,620.44,evehicle,40.77,2988.0
ev1,45.94,-einstein,31249.08,E218,614.06,evehicle,40.77,2988.5
ev1,47.05,-einstein,31255.62,E218,607.52,evehicle,40.77,2989.0
ev1,39.2,-einstein,31261.07,E218,602.07,evehicle,40.8,2989.5
ev1,31.1,-einstein,31265.39,E218,597.75,evehicle,40.83,2990.0
ev1,23.0,-einstein,31268.58,E218,594.56,evehicle,40.86,2990.5
ev1,21.24,:J75_4,31271.53,E218,591.61,evehicle,40.86,2991.0
ev1,22.0,:J75_4,31274.58,E218,588.56,evehicle,40.86,2991.5
ev1,20.3,:J75_4,31277.4,E218,585.74,evehicle,40.86,2992.0
ev1,21.42,-E111,31280.38,E218,582.76,evehicle,40.86,2992.5
ev1,25.52,:J36_2,31283.92,E218,579.22,evehicle,40.83,2993.0
ev1,29.81,:J36_2,31288.06,E218,575.08,evehicle,40.83,2993.5
ev1,33.91,:J36_2,31292.78,E218,570.36,evehicle,40.8,2994.0
ev1,37.66,-E72,31298.01,E218,565.13,evehicle,40.8,2994.5
ev1,41.69,-E72,31303.8,E218,559.34,evehicle,40.77,2995.0
ev1,44.39,-E72,31309.96,E218,553.18,evehicle,40.74,2995.5
ev1,47.27,-E72,31316.53,E218,546.61,evehicle,40.74,2996.0
ev1,47.02,-E72,31323.06,E218,540.08,evehicle,40.74,2996.5
ev1,46.04,-E72,31329.45,E218,533.69,evehicle,40.74,2997.0
ev1,45.14,:J33_2,31335.72,E218,527.42,evehicle,40.74,2997.5
ev1,45.72,:J33_2,31342.07,E218,521.07,evehicle,40.74,2998.0
ev1,45.47,-E71,31348.38,E218,514.76,evehicle,40.74,2998.5
ev1,47.05,-E71,31354.92,E218,508.22,evehicle,40.71,2999.0
ev1,45.32,-E71,31361.21,E218,501.93,evehicle,40.74,2999.5
ev1,46.69,-E71,31367.7,E218,495.44,evehicle,40.71,3000.0
ev1,43.78,-E71,31373.78,E218,489.36,evehicle,40.74,3000.5
ev1,36.72,-E71,31378.88,E218,484.26,evehicle,40.77,3001.0
ev1,28.62,-E71,31382.86,E218,480.28,evehicle,40.8,3001.5
ev1,22.57,-E71,31385.99,E218,477.15,evehicle,40.83,3002.0
ev1,19.51,:J10_0,31388.71,E218,474.43,evehicle,40.83,3002.5
ev1,20.41,:J10_0,31391.54,E218,471.6,evehicle,40.83,3003.0
ev1,20.74,-E0,31394.42,E218,468.72,evehicle,40.83,3003.5
ev1,24.44,-E0,31397.82,E218,465.32,evehicle,40.8,3004.0
ev1,28.8,-E0,31401.82,E218,461.32,evehicle,40.8,3004.5
ev1,32.47,-E0,31406.33,E218,456.81,evehicle,40.77,3005.0
